iter	Passed	Remaining
1600	6104	1521
1601	6107	1517
1602	6111	1513
1603	6115	1509
1604	6118	1505
1605	6122	1502
1606	6126	1498
1607	6130	1494
1608	6134	1490
1609	6137	1486
1610	6141	1482
1611	6144	1479
1612	6148	1475
1613	6151	1471
1614	6155	1467
1615	6159	1463
1616	6162	1459
1617	6166	1455
1618	6169	1451
1619	6173	1448
1620	6176	1444
1621	6180	1440
1622	6183	1436
1623	6187	1432
1624	6190	1428
1625	6194	1424
1626	6198	1420
1627	6201	1417
1628	6205	1413
1629	6208	1409
1630	6212	1405
1631	6215	1401
1632	6219	1397
1633	6222	1393
1634	6226	1389
1635	6229	1386
1636	6233	1382
1637	6236	1378
1638	6240	1374
1639	6243	1370
1640	6247	1366
1641	6251	1362
1642	6254	1359
1643	6258	1355
1644	6262	1351
1645	6265	1347
1646	6269	1343
1647	6272	1339
1648	6276	1335
1649	6279	1332
1650	6283	1328
1651	6286	1324
1652	6290	1320
1653	6294	1316
1654	6297	1312
1655	6301	1308
1656	6305	1305
1657	6308	1301
1658	6312	1297
1659	6316	1293
1660	6319	1289
1661	6322	1285
1662	6326	1282
1663	6329	1278
1664	6333	1274
1665	6336	1270
1666	6339	1266
1667	6343	1262
1668	6346	1258
1669	6350	1254
1670	6353	1251
1671	6357	1247
1672	6361	1243
1673	6364	1239
1674	6368	1235
1675	6371	1231
1676	6375	1227
1677	6378	1224
1678	6382	1220
1679	6385	1216
1680	6389	1212
1681	6392	1208
1682	6396	1204
1683	6400	1200
1684	6403	1197
